,SMILES,pIC50,num_atoms,logP
215,CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)cc2)CC1,5.96,41,6.579200000000006
216,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2Cc3cn(C)nc3C2)C1,5.97,28,0.4604000000000006
217,CC(C)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,5.97,36,5.881700000000006
218,Cc1ccc(Cl)cc1-c1nc(-c2ccnc(N)n2)c[nH]1,5.97,20,3.07772
219,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,5.98,36,4.370600000000004
220,O=C(CCCCCN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,5.98,36,5.093700000000003
221,COc1cccc(CNc2cccn3nc(Nc4ccc(C)nc4)nc23)c1,5.99,27,3.7970200000000016
222,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(NC(=O)c5ccc(N(C)C)cc5)c4F)c23)CC1,5.99,44,4.932000000000004
223,N#CC1CC(NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.0,36,4.908280000000003
224,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1cccc(F)c1F,6.0,29,2.924100000000001
225,COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,6.0,26,2.905600000000001
226,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,6.0,29,3.011800000000002
227,COc1cccc(CNc2cccn3nc(Nc4ccncc4)nc23)c1,6.0,26,3.4886000000000017
228,N#Cc1cc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)ccc1F,6.0,33,3.5701800000000024
229,NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccc1,6.0,21,4.257600000000002
230,N#CC1CCCC(O)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.0,24,1.95128
231,Cc1ccc(Cl)cc1-c1ccc(-c2ccnc(N)n2)[nH]1,6.01,20,3.6827200000000015
232,CC(N)CNc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,6.01,26,2.3021
233,CCCS(=O)(=O)CC1CC(N(C)c2[nH]cnc3nccc2-3)C1,6.02,22,1.9490999999999996
234,Cc1ccc(Cl)cc1-n1cc(-c2ccnc(N)n2)cn1,6.02,20,2.8733200000000005
235,O=c1[nH]cnc2cc(NC3CCCNC3)nc(Nc3cccc4cc[nH]c34)c12,6.02,28,2.7069
236,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2COC2)C1,6.03,24,0.4424999999999996
237,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)cn2)CC1,6.03,37,3.7090000000000014
238,CN1CCN(c2cncc(Nc3nc4cncc(-c5ccc(S(C)(=O)=O)cc5)n4n3)c2)CC1,6.03,33,2.0851999999999995
239,Cn1c(C(N)=O)cc2c(-c3ccc(NC(=O)c4ccccc4)cc3)ncnc21,6.04,28,2.9865000000000013
240,Cn1ccc(-c2cn(-c3ccccc3Cl)c(=O)c3c(N)[nH]nc23)n1,6.04,24,2.3499
241,CC(C)CN(CC1CC1)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.04,36,5.345780000000004
242,NC(=O)c1cc(-c2ccc(CN3CCOCC3)c(Cl)c2)cc2c1[nH]c1cc(-c3ccc(N4CCOCC4)nc3)ccc12,6.04,42,5.471200000000005
243,O=c1cc(-c2nc(-c3ccc(O)cc3)[nH]c2-c2ccc(F)cc2)cc[nH]1,6.04,26,3.9437000000000015
244,Fc1cccc(Cl)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1,6.05,25,6.328800000000003
245,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc(C#N)cc3)nc12,6.05,24,2.7600800000000003
246,C=C(Br)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,6.05,26,3.6487000000000016
247,NC(=O)c1cc(-c2ccc(F)c(Cl)c2)cc2c1[nH]c1cc(C(=O)N3CCOCC3)ccc12,6.05,32,4.351900000000003
248,NC(=O)c1cc(-c2ccccc2)sc1Nc1cccc(C(F)(F)F)n1,6.05,25,4.671400000000001
249,CC(C)(C)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,6.06,30,2.625500000000001
250,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1F,6.07,25,4.589500000000003
251,CC(=O)N1CCN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,6.07,31,2.4089
252,CS(=O)(=O)N1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,6.07,23,0.8024000000000003
253,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(Cl)cccc21,6.08,30,3.4838000000000022
254,CCC(C(C)C)n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,6.08,23,2.3144
255,CCCOc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,6.08,32,5.270300000000005
256,O=C(CCCCCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.08,40,5.538300000000004
257,CCCS(=O)(=O)NC1CC(N(C)c2[nH]cnc3nccc2-3)C1,6.09,22,1.2060999999999995
258,COc1cccc(CNc2cccn3nc(Nc4cccnc4)nc23)c1,6.09,26,3.4886000000000017
259,Cc1cc(-c2cc(C(N)=O)c3[nH]c4cc(C5CCN(C(=O)OC(C)(C)C)CC5)ccc4c3c2)ccc1CN1CCOCC1,6.09,43,6.342120000000007
260,CC(Nc1nc(Nc2cn(C)cn2)c2nccnc2n1)c1ncc(F)cn1,6.1,27,1.9991
261,C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,6.1,25,2.926100000000001
262,CC1CCN(S(=O)(=O)CC(F)(F)F)CC1N(C)c1[nH]cnc2nccc1-2,6.1,26,1.9482
263,Cn1c(C(=O)OCc2ccccc2)cc2c(-c3ccc(NC(=O)C(C)(C)C)cc3)ncnc21,6.11,33,4.976900000000004
264,CC(NC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12)C1CC1,6.12,29,3.133200000000002
265,O=C(NC1CCC(O)C1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.12,31,2.9922000000000013
266,CC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.13,30,3.950700000000002
267,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)c(F)c1,6.14,25,4.589500000000003
268,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1,6.14,27,3.7660000000000022
269,O=C(NC1CCNCC1F)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.16,32,2.7788000000000013
270,O=C(NC1CC1)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,6.16,29,1.9894000000000005
271,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)c2cc(C#N)ccn2)C1,6.16,27,1.1218799999999998
272,N#CC1CCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.16,22,2.590380000000001
273,Cc1ccc(Cl)cc1-c1cc(-c2cc(N)ncn2)[nH]c1C(N)=O,6.16,23,2.78162
274,O=C(CCCCCCN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.16,37,5.483800000000004
275,Cc1ccccc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,6.16,22,2.12822
276,Cc1cccc(Nc2sc(-c3cccc(C(F)(F)F)c3)cc2C(N)=O)n1,6.16,26,4.979820000000003
277,COc1ccc2nc(NC(C)c3ncc(F)cn3)nc(Nc3cn(C)cn3)c2c1,6.17,29,3.2177000000000016
278,CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C(C#N)C1)C1CC1,6.17,33,3.760880000000002
279,CC(NC(=O)c1cnn2ccc(N3CC(O)CC3c3cccc(F)c3)nc12)C(F)(F)F,6.17,31,2.861300000000001
280,COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,6.17,37,5.658000000000005
281,O=C(CCCCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.17,39,5.148200000000004
282,NC1COCCC1Nc1cc2cc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,6.17,29,2.676099999999999
283,Nc1[nH]nc2ccc(-c3ccccc3Cl)cc12,6.18,17,3.4655000000000005
284,CC(C)(CF)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,6.18,31,2.5751000000000013
285,Cn1cc(F)cc(C2CCCN2c2ccn3ncc(C(=O)NC4CCC4)c3n2)c1=O,6.18,30,2.1909
286,N#CC1CC(NC2CC3(CCCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.18,36,5.290180000000004
287,CN1CCN(c2cccc(Nc3nc4c(NCc5cccnc5)cccn4n3)c2)CC1,6.19,31,3.2318000000000016
288,COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)CC4)nn12,6.19,37,5.622000000000005
289,CC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,6.19,22,1.0846
290,NC(=O)c1cnc2[nH]ccc2c1NC1CCCN(Cc2ccccc2)C1,6.19,26,2.738300000000001
291,NC(=O)c1cc(N2CCC(N)CC2)[nH]c2c3ccc(C(=O)N4CCOCC4)cc3nc1-2,6.2,31,1.1665
292,Cn1cc(F)cc(C2CCCN2c2ccn3ncc(C(=O)NC4(C)CC4)c3n2)c1=O,6.21,30,2.1909
293,CNc1cc(-n2cc(C(N)=O)c(-c3cc(Cl)ccc3C)c2)ncn1,6.21,24,3.0367200000000008
294,O=C(CCCCCCN1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.21,37,5.231500000000004
295,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1Cl,6.21,22,2.4732000000000003
296,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cccc(Cl)c1,6.21,22,2.4732000000000003
297,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CN(C3CC3)C2)C1,6.22,26,0.6427000000000007
298,CS(=O)(=O)c1ccc(OCC(F)F)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,6.22,36,3.8755000000000015
299,O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1,6.22,22,3.5694000000000017
300,O=S1(=O)Nc2cccc(c2)CNc2nc(ncc2Cl)Nc2cccc1c2,6.23,26,3.5999000000000017
301,CC(C)(C)OC(=O)N1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5F)cccn4n3)cc2CC1,6.23,39,6.633500000000006
302,COc1cccc(CNc2cccn3nc(Nc4ccnc(C)c4)nc23)c1,6.23,27,3.7970200000000016
303,O=C(CCCCCN1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.23,36,4.841400000000003
304,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4c(c3)CCC4)nc12,6.24,25,3.377100000000002
305,NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)ccc3C(F)(F)F)nc12,6.24,28,3.327600000000002
306,CCCS(=O)(=O)NC1CCC(N(C)c2[nH]cnc3nccc2-3)C1,6.24,23,1.5961999999999994
307,c1cncc(CNc2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)c1,6.24,32,3.954600000000003
308,CN(c1ccccc1CNc1cccn2nc(Nc3ccccc3)nc12)S(C)(=O)=O,6.24,30,3.480800000000001
309,CNc1nc2c(cc(C(=O)NC3CC3)n2CC(O)CO)c2c1ncn2C,6.24,26,0.2100999999999996
310,CC1CCCN(c2[nH]cnc3ncc(-c4cccc(C#N)c4)c2-3)C1,6.24,24,3.6844800000000015
311,CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,6.24,19,2.2797
312,CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.24,33,4.460480000000003
313,O=c1[nH]c2cnc(-n3cnc4ccc(C(F)(F)F)cc43)nc2n1C1CCOCC1,6.25,29,2.828800000000001
314,CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)c2cc(C#N)ccn2)C1,6.25,27,1.8648800000000003
315,COc1ccc(Nc2nc3c(N4CCS(=O)(=O)CC4)cccn3n2)cc1,6.25,26,1.7162999999999995
316,CN1CCN(c2ccc(Nc3nc4c(O)cccn4n3)cc2)CC1,6.25,24,1.9303
317,O=C(CCCCCCC(=O)N1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.25,39,5.400500000000004
318,Nc1[nH]nc2c(-c3ccccn3)cn(-c3ccccc3Cl)c(=O)c12,6.26,24,3.011400000000001
319,CC(C)NC(=O)c1cnn2ccc(N3CC(O)CC3c3cccc(F)c3)nc12,6.26,28,2.3189
320,O=C(CCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.26,37,4.368000000000002
321,CN(C)C1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,6.26,38,4.399200000000002
322,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,6.27,42,2.868920000000001
323,CC(C)CS(=O)(=O)NC1CC(N(C)c2[nH]cnc3nccc2-3)C1,6.27,23,1.4520999999999995
324,CCC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.28,31,4.340800000000002
325,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)C3)c2n1,6.28,32,2.2566999999999995
326,CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5OCC(F)F)cccn4n3)cc2)CC1,6.28,43,6.070200000000006
327,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1F,6.28,38,6.402100000000005
328,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(F)ccc5OCC(F)F)cccn4n3)cc2CC1,6.28,39,4.411700000000002
329,Cc1ncc(S(=O)(=O)NC2CC(N(C)c3[nH]cnc4nccc3-4)C2)s1,6.29,25,1.6201199999999998
330,Cc1cc(NC(=O)N2CCC(C)C(N(C)c3[nH]cnc4nccc3-4)C2)sn1,6.29,27,3.0531200000000007
331,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21,6.3,30,3.4838000000000022
332,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4nccs4)c3)c12,6.3,30,3.910000000000002
333,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(S(C)(=O)=O)ccc5OCC(F)F)cccn4n3)cc2CC1,6.3,42,3.6761000000000026
334,O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCOCC1,6.3,19,1.5574
335,O=c1cc(-c2nc(-c3ccc(-c4cn(CCO)nn4)cc3)[nH]c2-c2ccc(F)cc2)cc[nH]1,6.3,33,3.488900000000001
336,Cn1cc(F)cc(C2CCCN2c2ccn3ncc(C(=O)NC4CCC(O)CC4)c3n2)c1=O,6.3,33,1.9419
337,N#CC1CC(NCc2c(F)cccc2F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.3,37,5.045780000000003
338,CN(CCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1)c1ccnc(F)c1,6.31,35,3.6968000000000014
339,CC(Nc1nc(Nc2cn(C)cn2)c2cc(F)cnc2n1)c1ncc(F)cn1,6.31,28,2.7432000000000007
340,CN1CCN(c2ccc(Nc3nc4c(NCc5cccnc5)cccn4n3)cc2)CC1,6.31,31,3.2318000000000016
341,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)c(Cl)c2)CC1,6.32,36,3.9409000000000023
342,CC(NC(=O)OC(C)(C)C)C(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.32,39,4.844000000000004
343,CC=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,6.32,26,3.316200000000001
344,CC1CCN(C(=O)CO)CC1N(C)c1[nH]cnc2nccc1-2,6.32,22,0.5749999999999995
345,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(C5CCOCC5)c4n3)c2c1,6.33,27,1.6816799999999996
346,CC(C)(C)OC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,6.33,31,3.687380000000002
347,O=C(NC1CCC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.33,29,3.631300000000003
348,COCCOc1ccc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CC3)c2n1,6.33,32,3.1273000000000017
349,COc1ccc(Nc2nc3c(Nc4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,6.33,29,3.6286000000000014
350,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4ccccn4)c3)c12,6.34,31,3.848500000000002
351,CN1CCN(c2cccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)c2)CC1,6.34,37,3.359700000000002
352,COc1cc(Nc2nc3cccc(-c4cccc5[nH]cnc45)c3o2)cc(OC)c1OC,6.34,31,5.140500000000004
353,Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)NC2,6.35,25,3.561500000000001
354,COCC(C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,6.35,26,2.917300000000001
355,Cc1cc(Nc2nc3cccc(-c4cccc(S(C)(=O)=O)c4)n3n2)ccn1,6.35,27,3.2468200000000014
356,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,6.35,39,3.0000800000000005
357,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCN(S(C)(=O)=O)CC3)c2n1,6.35,36,1.7673
358,CC(C)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cn(C)c3=O)nc12,6.35,29,2.0468
359,CNc1nc2c(cc(C(=O)N(C)C3CC3)n2CC(O)CO)c2c1ncn2C,6.35,27,0.5522999999999999
360,CC(C)(C)OC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,6.36,37,3.8417800000000017
361,COc1ccc(Nc2nc3c(N4CCN(C)CC4)cccn3n2)cc1,6.36,25,2.2333
362,O=C(NC1CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3CO)nc12,6.37,29,2.5944000000000016
363,CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)CCC2CC2)C1,6.37,24,2.339200000000001
364,NC(=O)c1cnc2[nH]ccc2c1NC1CCCN(Cc2ccccc2)C1,6.37,26,2.738300000000001
365,CC1(C)CCN1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.37,33,4.462080000000003
366,CC(C)(C)NC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,6.37,31,3.774680000000002
367,CC(NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cn(C)c3=O)nc12)C1CC1,6.38,31,2.4369000000000005
368,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2CC(F)(F)C2)C1,6.38,26,1.8414
369,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N(C)CCC#N)C1,6.38,25,0.5565799999999999
370,CC(Nc1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12)c1ccccc1N(C)S(C)(=O)=O,6.38,38,3.793600000000003
371,CC(C)CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.38,32,4.223380000000002
372,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOCCOCCOCCNC(=O)CCCCC4SCC5NC(=O)NC54)c3)ncc2Cl)c1,6.38,53,3.698500000000002
373,Cc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,6.39,23,3.1968200000000007
374,CN1CCN(c2cccc(Nc3nc4c(NCc5cccc(S(C)(=O)=O)c5)cccn4n3)c2)CC1,6.4,35,3.240300000000002
375,CC1(O)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.4,20,1.1485999999999996
376,Cc1ccnc(Nc2sc(-c3ccccc3)cc2C(N)=O)c1,6.4,22,3.961020000000003
377,O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,6.41,26,2.4634
378,CC(C)Cn1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,6.41,21,1.3632999999999995
379,CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1,6.41,35,2.5028000000000006
380,O=C(CCCCN1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.41,35,4.4513000000000025
381,COc1ccc(CNc2nccc(-c3cc(C(N)=O)c(-c4cc(Cl)ccc4C)[nH]3)n2)cc1,6.41,32,4.820120000000003
382,COc1cc(N2CCN(CC(C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,6.42,40,3.0471000000000004
383,CC(C)c1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)ccn1,6.42,28,4.356500000000002
384,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC(F)(F)F)C1,6.42,24,1.3583999999999998
385,COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,6.42,30,4.010500000000002
386,CC1(CO)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.42,21,1.3961999999999994
387,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCC(C)C,6.42,27,4.068520000000002
388,Cc1cccc(Nc2sc(-c3ccc(C(F)(F)F)cc3)cc2C(N)=O)n1,6.42,26,4.979820000000003
389,CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1,6.43,27,2.185200000000001
390,COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,6.43,29,2.3174
391,NC(=O)c1cnc2[nH]ccc2c1NC1CCN(c2ccc(C(F)(F)F)cn2)CC1,6.43,29,3.156500000000002
392,Cc1ccc(Cl)cc1-c1cn(-c2cc(N)ncn2)cc1C(N)=O,6.43,23,2.57722
393,N#CC1CC(NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.43,36,4.908280000000003
394,CCCOc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,6.44,38,5.070900000000005
395,CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5ccc(F)cc5)cccn4n3)cc2)CC1,6.44,36,6.393500000000007
396,CN(C)CC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,6.45,28,2.907280000000001
397,CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.45,33,4.460480000000003
398,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CCCCC1,6.45,23,3.5339000000000027
399,CCOC(=O)Cn1cc(-c2ccc(-c3nc(-c4cc[nH]c(=O)c4)c(-c4ccc(F)cc4)[nH]3)cc2)nn1,6.45,36,4.059700000000001
400,CC1Nc2nc(ncc2Cl)Nc2cccc(c2)COc2cccc1c2,6.46,25,4.9391000000000025
401,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N4CCS(=O)(=O)CC4)cc3)c12,6.46,28,2.0364
402,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC1,6.46,23,1.1859
403,C=CC(=O)Nc1cccc(CNc2nc(Nc3cc(F)c(N4CCOCC4)c(F)c3)ncc2Cl)c1,6.46,35,4.725000000000003
404,CC1(O)CC(Nc2c(C(N)=O)cnn3cccc23)C(C)(C)C1,6.46,22,1.7846999999999995
405,CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.47,33,4.460480000000003
406,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(F)n(C)nc4c3)c12,6.47,25,2.827400000000001
407,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,6.48,30,2.969500000000002
408,Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,6.48,25,4.420600000000002
409,CNc1cc(-c2cc(C(N)=O)n(-c3cc(C(F)(F)F)ccc3Cl)c2)ncn1,6.48,27,3.7471000000000014
410,CN1CCN(c2cccc(N(c3cccc(N4CCN(C)CC4)c3)c3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(F)cn4n3)c2)CC1,6.49,47,4.9123000000000046
411,CN1CCN(c2ccc(Nc3nc4c(Nc5cccc(S(C)(=O)=O)c5)cccn4n3)cc2)CC1,6.49,34,3.371800000000002
412,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1OC,6.49,39,6.271600000000005
413,CCOC(=O)COc1ccc(Nc2ncc(C)c(-c3cc4ccccc4o3)n2)cc1,6.49,30,4.883720000000004
414,CN1CCC(c2ccc(Nc3nc4c(NCc5cccc(S(C)(=O)=O)c5)cccn4n3)cc2)CC1,6.49,35,4.297700000000003
415,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1c(F)cccc1F,6.5,29,2.924100000000002
416,N#CC1CCCC(O)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.5,24,1.95128
417,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2(CC#N)COC2)C1,6.5,27,0.72638
418,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5OCC(F)F)cccn4n3)cc2CC1,6.5,42,5.291400000000004
419,Cn1nc(C(F)(F)F)cc1-c1cc(C(N)=O)c2[nH]c3cc(C(=O)N4CCOCC4)ccc3c2n1,6.5,34,2.7067000000000005
